Shortname,CLASS,Status,Fire,Type,Diameter_cm,Height_m,2013 status,2014 Status,Response
BTR2,1,Pre,1,rxb,23,16,live,live,0
BTR2,1,Pre,1,rxb,6,6,live,live,0
BTR2,1,Pre,1,rxb,15,15,live,live,0
BTR2,1,Pre,1,rxb,38,16,live,live,0
BTR2,1,Pre,1,rxb,15,14,live,live,0
BTR2,1,Pre,1,rxb,14,14,live,live,0
BTR2,1,Pre,1,rxb,11,11,live,live,0
BTR2,1,Pre,1,rxb,16,14,live,live,0
BTR2,1,Pre,1,rxb,16,14,live,live,0
BTR2,1,Pre,1,rxb,14,13,live,live,0
BTR2,1,Pre,1,rxb,18,15,live,live,0
BTR3,1,Pre,1,rxb,20,15,live,live,0
BTR3,1,Pre,1,rxb,14,11,live,dead,1
BTR3,1,Pre,1,rxb,19,15,live,live,0
BTR3,1,Pre,1,rxb,19,16,live,live,0
BTR3,1,Pre,1,rxb,19,16,live,live,0
BTR3,1,Pre,1,rxb,11,12,live,live,0
BTR3,1,Pre,1,rxb,14,15,live,live,0
BTR3,1,Pre,1,rxb,9,10,live,live,0
BTR3,1,Pre,1,rxb,8,7,live,live,0
BTR3,1,Pre,1,rxb,10,12,live,live,0
BTR3,1,Pre,1,rxb,17,16,live,live,0
BTR3,1,Pre,1,rxb,15,15,live,live,0
BTR3,1,Pre,1,rxb,19,16,live,live,0
BTR3,1,Pre,1,rxb,23,17,live,live,0
BTR3,1,Pre,1,rxb,15,16,live,live,0
BTR3,1,Pre,1,rxb,10,10,live,live,0
BTR3,1,Pre,1,rxb,11,12,live,live,0
BTR3,1,Pre,1,rxb,12,14,live,live,0
BTR3,1,Pre,1,rxb,12,14,live,live,0
BTR3,1,Pre,1,rxb,11,14,live,live,0
BTR3,1,Pre,1,rxb,19,15,live,live,0
BTR3,1,Pre,1,rxb,10,10,live,live,0
BTR3,1,Pre,1,rxb,11,16,live,live,0
BTR3,1,Pre,1,rxb,22,16,live,live,0
CB1,1,Pre,1,rxb,7,4,live,live,0
CB1,1,Pre,1,rxb,4,4,live,live,0
CB1,1,Pre,1,rxb,4,4,live,live,0
CB1,1,Pre,1,rxb,31,13,live,live,0
CB1,1,Pre,1,rxb,3,4,live,live,0
CB1,1,Pre,1,rxb,4,4,live,live,0
CB1,1,Pre,1,rxb,8,6,live,live,0
CB1,1,Pre,1,rxb,18,12,live,live,0
CB1,1,Pre,1,rxb,27,16,live,live,0
CB1,1,Pre,1,rxb,6,5,live,live,0
CB1,1,Pre,1,rxb,21,14,live,live,0
CB1,1,Pre,1,rxb,4,4,live,live,0
CB1,1,Pre,1,rxb,4,3,live,live,0
CB1,1,Pre,1,rxb,3,3,live,dead,1
CB1,1,Pre,1,rxb,7,6,live,live,0
CB1,1,Pre,1,rxb,9,6,live,live,0
CB1,1,Pre,1,rxb,3,4,live,dead,1
CB1,1,Pre,1,rxb,4,5,live,live,0
CB1,1,Pre,1,rxb,6,6,live,live,0
CB1,1,Pre,1,rxb,10,8,live,live,0
CB1,1,Pre,1,rxb,29,15,live,live,0
CB1,1,Pre,1,rxb,14,11,live,live,0
CB1,1,Pre,1,rxb,20,12,live,live,0
CB1,1,Pre,1,rxb,9,8,live,live,0
CB1,1,Pre,1,rxb,6,5,live,live,0
CB1,1,Pre,1,rxb,25,12,live,live,0
CB1,1,Pre,1,rxb,21,14,live,live,0
CB2,1,Post+1,1,rxb,11,7,live,live,0
CB2,1,Post+1,1,rxb,9,5,live,live,0
CB2,1,Post+1,1,rxb,4,5,live,live,0
CB2,1,Post+1,1,rxb,5,5,live,live,0
CB2,1,Post+1,1,rxb,3,3,live,live,0
CB2,1,Post+1,1,rxb,4,5,live,live,0
CB2,1,Post+1,1,rxb,11,7,live,live,0
CB2,1,Post+1,1,rxb,15,3,live,live,0
CB2,1,Post+1,1,rxb,16,8,live,live,0
CB2,1,Post+1,1,rxb,15,5,live,live,0
CB2,1,Post+1,1,rxb,5,6,live,live,0
CB2,1,Post+1,1,rxb,11,7,live,live,0
CB2,1,Post+1,1,rxb,5,6,live,live,0
CB2,1,Post+1,1,rxb,20,11,live,live,0
CB2,1,Post+1,1,rxb,8,5,live,live,0
CB2,1,Post+1,1,rxb,29,14,live,live,0
CB2,1,Post+1,1,rxb,18,10,live,live,0
CB2,1,Post+1,1,rxb,13,12,live,live,0
CB2,1,Post+1,1,rxb,4,3,live,live,0
CB2,1,Post+1,1,rxb,7,5,live,live,0
CB2,1,Post+1,1,rxb,12,8,live,live,0
CB2,1,Post+1,1,rxb,7,5,live,live,0
CB2,1,Post+1,1,rxb,13,10,live,live,0
CB3,1,Post+1,1,rxb,4,6,live,live,0
CB3,1,Post+1,1,rxb,3,2,live,live,0
CB3,1,Post+1,1,rxb,5,5,live,live,0
CB3,1,Post+1,1,rxb,8,5,live,live,0
CB3,1,Post+1,1,rxb,9,8,live,live,0
CB3,1,Post+1,1,rxb,5,4,live,live,0
CB3,1,Post+1,1,rxb,5,4,live,live,0
CB3,1,Post+1,1,rxb,17,11,live,live,0
CB3,1,Post+1,1,rxb,6,5,live,live,0
CB3,1,Post+1,1,rxb,4,3,live,dead,1
CB3,1,Post+1,1,rxb,5,3,live,live,0
CB3,1,Post+1,1,rxb,11,8,live,live,0
CB3,1,Post+1,1,rxb,4,2,live,live,0
CB3,1,Post+1,1,rxb,3,3,live,dead,1
CB3,1,Post+1,1,rxb,17,11,live,live,0
CB3,1,Post+1,1,rxb,18,11,live,live,0
CB3,1,Post+1,1,rxb,26,13,live,live,0
CB3,1,Post+1,1,rxb,10,9,live,live,0
CB3,1,Post+1,1,rxb,12,9,live,live,0
CB3,1,Post+1,1,rxb,5,5,live,live,0
CB3,1,Post+1,1,rxb,4,2,live,live,0
CB3,1,Post+1,1,rxb,32,14,live,live,0
CB3,1,Post+1,1,rxb,4,2,live,dead,1
CB3,1,Post+1,1,rxb,7,7,live,live,0
CB3,1,Post+1,1,rxb,4,6,live,live,0
CB3,1,Post+1,1,rxb,24,12,live,live,0
CB3,1,Post+1,1,rxb,3,2,live,live,0
CB3,1,Post+1,1,rxb,3,4,live,live,0
CB3,1,Post+1,1,rxb,5,3,live,live,0
CB3,1,Post+1,1,rxb,6,6,live,live,0
CB3,1,Post+1,1,rxb,7,3,live,live,0
CB3,1,Post+1,1,rxb,23,10,live,live,0
CB3,1,Post+1,1,rxb,7,4,live,live,0
CB3,1,Post+1,1,rxb,5,2,live,live,0
CB3,1,Post+1,1,rxb,4,3,live,live,0
CB3,1,Post+1,1,rxb,4,4,live,live,0
CB3,1,Post+1,1,rxb,4,3,live,live,0
CB3,1,Post+1,1,rxb,6,6,live,live,0
CB3,1,Post+1,1,rxb,3,2,live,live,0
CB3,1,Post+1,1,rxb,7,6,live,live,0
CONWF1,8,Plus 1,1,wf,24,16,live,live,0
CONWF1,8,Plus 1,1,wf,21,14,live,live,0
CONWF1,8,Plus 1,1,wf,10,11,live,dead,1
CONWF1,8,Plus 1,1,wf,16,13,live,live,0
CONWF1,8,Plus 1,1,wf,11,9,live,dead,1
CONWF1,8,Plus 1,1,wf,18,15,live,dead,1
CONWF1,8,Plus 1,1,wf,13,12,live,live,0
CONWF1,8,Plus 1,1,wf,22,15,live,live,0
CONWF1,8,Plus 1,1,wf,11,11,live,dead,1
CONWF1,8,Plus 1,1,wf,15,13,live,dead,1
CONWF1,8,Plus 1,1,wf,23,16,live,live,0
CONWF1,8,Plus 1,1,wf,14,14,live,dead,1
CONWF1,8,Plus 1,1,wf,21,15,live,live,0
CONWF1,8,Plus 1,1,wf,15,14,live,live,0
CONWF1,8,Plus 1,1,wf,8,11,live,dead,1
CONWF1,8,Plus 1,1,wf,18,14,live,dead,1
CONWF1,8,Plus 1,1,wf,9,8,live,dead,1
CONWF1,8,Plus 1,1,wf,7,9,live,dead,1
CONWF1,8,Plus 1,1,wf,10,11,live,dead,1
CONWF1,8,Plus 1,1,wf,5,4,live,dead,1
CONWF1,8,Plus 1,1,wf,14,13,live,live,0
CONWF1,8,Plus 1,1,wf,9,12,live,dead,1
CONWF1,8,Plus 1,1,wf,18,13,live,live,0
CONWF1,8,Plus 1,1,wf,24,15,live,live,0
CONWF1,8,Plus 1,1,wf,14,13,live,dead,1
CONWF1,8,Plus 1,1,wf,7,8,live,dead,1
CONWF1,8,Plus 1,1,wf,9,11,live,dead,1
CONWF1,8,Plus 1,1,wf,23,15,live,live,0
CONWF1,8,Plus 1,1,wf,7,3,live,dead,1
CONWF1,8,Plus 1,1,wf,6,5,live,dead,1
CONWF1,8,Plus 1,1,wf,7,4,live,dead,1
CONWF1,8,Plus 1,1,wf,14,13,live,live,0
CONWF1,8,Plus 1,1,wf,21,15,live,live,0
CONWF1,8,Plus 1,1,wf,8,5,live,dead,1
CONWF1,8,Plus 1,1,wf,14,12,live,dead,1
CONWF3,6,Plus 1,1,wf,12,13,live,live,0
CONWF3,6,Plus 1,1,wf,11,11,live,dead,1
CONWF3,6,Plus 1,1,wf,10,13,live,dead,1
CONWF3,6,Plus 1,1,wf,7,9,live,dead,1
CONWF3,6,Plus 1,1,wf,14,13,live,live,0
CONWF3,6,Plus 1,1,wf,13,14,live,live,0
CONWF3,6,Plus 1,1,wf,15,13,live,live,0
CONWF3,6,Plus 1,1,wf,12,11,live,dead,1
CONWF3,6,Plus 1,1,wf,21,12,live,live,0
CONWF3,6,Plus 1,1,wf,14,12,live,live,0
CONWF3,6,Plus 1,1,wf,7,6,live,dead,1
CONWF3,6,Plus 1,1,wf,19,13,live,live,0
CONWF3,6,Plus 1,1,wf,9,11,live,dead,1
CONWF3,6,Plus 1,1,wf,6,7,live,dead,1
CONWF3,6,Plus 1,1,wf,12,12,live,dead,1
CONWF3,6,Plus 1,1,wf,17,14,live,live,0
CONWF3,6,Plus 1,1,wf,15,13,live,dead,1
CONWF3,6,Plus 1,1,wf,12,11,live,dead,1
CONWF3,6,Plus 1,1,wf,15,11,live,live,0
CONWF3,6,Plus 1,1,wf,2,4,live,dead,1
CONWF3,6,Plus 1,1,wf,12,12,live,dead,1
CONWF3,6,Plus 1,1,wf,20,13,live,live,0
CONWF3,6,Plus 1,1,wf,14,13,live,live,0
CONWF3,6,Plus 1,1,wf,11,12,live,dead,1
CONWF3,6,Plus 1,1,wf,17,13,live,live,0
CONWF3,6,Plus 1,1,wf,17,13,live,live,0
CONWF3,6,Plus 1,1,wf,13,13,live,dead,1
CONWF3,6,Plus 1,1,wf,12,11,live,live,0
CONWF5,7,Plus 1,1,wf,7,8,live,dead,1
CONWF5,7,Plus 1,1,wf,9,11,live,dead,1
CONWF5,7,Plus 1,1,wf,10,8,live,dead,1
CONWF5,7,Plus 1,1,wf,15,12,live,dead,1
CONWF5,7,Plus 1,1,wf,18,13,live,live,0
CONWF5,7,Plus 1,1,wf,5,2,live,dead,1
CONWF5,7,Plus 1,1,wf,9,10,live,dead,1
CONWF5,7,Plus 1,1,wf,21,15,live,live,0
CONWF5,7,Plus 1,1,wf,22,15,live,live,0
CONWF5,7,Plus 1,1,wf,11,11,live,dead,1
CONWF5,7,Plus 1,1,wf,7,8,live,dead,1
CONWF5,7,Plus 1,1,wf,8,11,live,dead,1
CONWF5,7,Plus 1,1,wf,13,12,live,dead,1
CONWF5,7,Plus 1,1,wf,13,11,live,live,0
CONWF5,7,Plus 1,1,wf,20,14,live,live,0
CONWF5,7,Plus 1,1,wf,14,13,live,live,0
CONWF5,7,Plus 1,1,wf,15,13,live,live,0
CONWF5,7,Plus 1,1,wf,20,14,live,live,0
CONWF5,7,Plus 1,1,wf,5,5,live,dead,1
CONWF5,7,Plus 1,1,wf,21,13,live,live,0
CONWF5,7,Plus 1,1,wf,9,9,live,dead,1
CONWF5,7,Plus 1,1,wf,27,15,live,live,0
CONWF5,7,Plus 1,1,wf,12,12,live,dead,1
CONWF5,7,Plus 1,1,wf,11,11,live,dead,1
CONWF5,7,Plus 1,1,wf,16,11,live,live,0
CONWF5,7,Plus 1,1,wf,22,14,live,live,0
CONWF5,7,Plus 1,1,wf,23,14,live,live,0
CONWF5,7,Plus 1,1,wf,13,12,live,dead,1
CONWF5,7,Plus 1,1,wf,13,12,live,dead,1
CRRDSWF02,5,Plus 1,1,wf,24,12,live,live,0
CRRDSWF02,5,Plus 1,1,wf,6,6,live,dead,1
CRRDSWF02,5,Plus 1,1,wf,9,6,live,dead,1
CRRDSWF02,5,Plus 1,1,wf,15,8,live,live,0
CRRDSWF02,5,Plus 1,1,wf,7,3,live,dead,1
CRRDSWF02,5,Plus 1,1,wf,9,6,live,dead,1
CRRDSWF02,5,Plus 1,1,wf,8,6,live,live,0
CRRDSWF02,5,Plus 1,1,wf,5,3,live,dead,1
CRRDSWF02,5,Plus 1,1,wf,5,4,live,dead,1
CRRDSWF02,5,Plus 1,1,wf,12,6,live,live,0
CRRDSWF02,5,Plus 1,1,wf,4,2,live,dead,1
CRRDSWF02,5,Plus 1,1,wf,18,3,live,live,0
CRRDSWF02,5,Plus 1,1,wf,12,9,live,live,0
CRRDSWF02,5,Plus 1,1,wf,15,10,live,live,0
CRRDSWF02,5,Plus 1,1,wf,14,10,live,live,0
CRRDSWF02,5,Plus 1,1,wf,9,6,live,live,0
CRRDSWF02,5,Plus 1,1,wf,5,3,live,dead,1
CRRDSWF02,5,Plus 1,1,wf,21,12,live,live,0
CRRDSWF02,5,Plus 1,1,wf,8,6,live,dead,1
CRRDSWF02,5,Plus 1,1,wf,13,7,live,live,0
CRRDSWF04,4,Plus 1,1,wf,18,12,live,live,0
CRRDSWF04,4,Plus 1,1,wf,9,14,live,live,0
CRRDSWF04,4,Plus 1,1,wf,12,8,live,live,0
CRRDSWF04,4,Plus 1,1,wf,8,9,live,dead,1
CRRDSWF04,4,Plus 1,1,wf,8,9,live,live,0
CRRDSWF04,4,Plus 1,1,wf,10,9,live,live,0
CRRDSWF04,4,Plus 1,1,wf,32,12,live,live,0
CRRDSWF04,4,Plus 1,1,wf,4,4,live,dead,1
CRRDSWF04,4,Plus 1,1,wf,8,5,live,live,0
CRRDSWF04,4,Plus 1,1,wf,4,3,live,dead,1
CRRDSWF04,4,Plus 1,1,wf,4,3,live,dead,1
CRRDSWF04,4,Plus 1,1,wf,4,3,live,dead,1
CRRDSWF04,4,Plus 1,1,wf,24,11,live,live,0
CRRDSWF04,4,Plus 1,1,wf,13,12,live,live,0
CRRDSWF04,4,Plus 1,1,wf,5,4,live,dead,1
CRRDSWF04,4,Plus 1,1,wf,6,4,live,dead,1
CRRDSWF04,4,Plus 1,1,wf,19,13,live,live,0
CRRDSWF04,4,Plus 1,1,wf,5,3,live,dead,1
CRRDSWF04,4,Plus 1,1,wf,4,3,live,dead,1
CRRDSWF04,4,Plus 1,1,wf,3,3,live,dead,1
CRRDSWF04,4,Plus 1,1,wf,14,10,live,live,0
CRRDSWF04,4,Plus 1,1,wf,27,13,live,live,0
CRRDSWF04,4,Plus 1,1,wf,4,4,live,dead,1
CRRDSWF04,4,Plus 1,1,wf,14,11,live,live,0
CRRDSWF04,4,Plus 1,1,wf,8,8,live,dead,1
CRRDSWF04,4,Plus 1,1,wf,19,12,live,dead,1
CRRDSWF04,4,Plus 1,1,wf,15,10,live,dead,1
CRRDSWF04,4,Plus 1,1,wf,23,11,live,live,0
CRRDSWF04,4,Plus 1,1,wf,7,7,live,dead,1
CRRDSWF04,4,Plus 1,1,wf,12,10,live,live,0
CRRDSWF06,7,Plus 1,1,wf,7,6,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,5,4,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,27,10,live,live,0
CRRDSWF06,7,Plus 1,1,wf,15,10,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,4,4,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,3,3,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,11,8,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,10,8,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,14,8,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,4,3,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,4,3,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,7,6,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,6,6,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,10,9,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,7,3,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,6,6,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,10,7,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,13,8,live,live,0
CRRDSWF06,7,Plus 1,1,wf,11,7,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,7,7,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,7,6,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,6,3,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,6,5,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,8,4,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,5,5,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,4,5,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,3,5,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,18,10,live,live,0
CRRDSWF06,7,Plus 1,1,wf,7,6,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,12,8,live,live,0
CRRDSWF06,7,Plus 1,1,wf,4,3,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,11,8,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,9,5,live,dead,1
CRRDSWF06,7,Plus 1,1,wf,4,5,live,dead,1
CS1,3,Pre,1,rxb,3,2,live,live,0
CS1,3,Pre,1,rxb,5,4,live,live,0
CS1,3,Pre,1,rxb,16,10,live,live,0
CS1,3,Pre,1,rxb,17,11,live,live,0
CS1,3,Pre,1,rxb,9,9,live,live,0
CS1,3,Pre,1,rxb,19,12,live,live,0
CS1,3,Pre,1,rxb,9,7,live,live,0
CS1,3,Pre,1,rxb,10,10,live,live,0
CS1,3,Pre,1,rxb,15,11,live,live,0
CS1,3,Pre,1,rxb,22,12,live,live,0
CS1,3,Pre,1,rxb,14,9,live,live,0
CS1,3,Pre,1,rxb,9,9,live,live,0
CS1,3,Pre,1,rxb,21,11,live,live,0
CS1,3,Pre,1,rxb,8,3,live,live,0
CS1,3,Pre,1,rxb,15,11,live,live,0
CS1,3,Pre,1,rxb,14,11,live,live,0
CS1,3,Pre,1,rxb,4,6,live,live,0
CS1,3,Pre,1,rxb,2,3,live,live,0
CS1,3,Pre,1,rxb,13,13,live,live,0
CS1,3,Pre,1,rxb,12,11,live,live,0
CS1,3,Pre,1,rxb,15,12,live,live,0
CS1,3,Pre,1,rxb,13,11,live,live,0
CS1,3,Pre,1,rxb,12,11,live,live,0
CS1,3,Pre,1,rxb,8,10,live,live,0
CS1,3,Pre,1,rxb,10,4,live,live,0
CS1,3,Pre,1,rxb,17,12,live,live,0
CS1,3,Pre,1,rxb,11,12,live,live,0
CS2,2,Pre,1,rxb,28,13,live,live,0
CS2,2,Pre,1,rxb,7,6,live,live,0
CS2,2,Pre,1,rxb,5,3,live,live,0
CS2,2,Pre,1,rxb,14,12,live,live,0
CS2,2,Pre,1,rxb,12,11,live,live,0
CS2,2,Pre,1,rxb,25,13,live,live,0
CS2,2,Pre,1,rxb,23,13,live,live,0
CS2,2,Pre,1,rxb,7,6,live,live,0
CS2,2,Pre,1,rxb,6,4,live,live,0
CS2,2,Pre,1,rxb,12,10,live,live,0
CS2,2,Pre,1,rxb,11,9,live,live,0
CS2,2,Pre,1,rxb,13,8,live,live,0
CS2,2,Pre,1,rxb,22,12,live,live,0
CS2,2,Pre,1,rxb,21,11,live,live,0
CS2,2,Pre,1,rxb,14,8,live,live,0
CS2,2,Pre,1,rxb,25,11,live,live,0
CS3,3,Pre,1,rxb,6,4,live,live,0
CS3,3,Pre,1,rxb,4,4,live,live,0
CS3,3,Pre,1,rxb,7,8,live,live,0
CS3,3,Pre,1,rxb,11,8,live,live,0
CS3,3,Pre,1,rxb,8,5,live,live,0
CS3,3,Pre,1,rxb,5,3,live,live,0
CS3,3,Pre,1,rxb,6,7,live,live,0
CS3,3,Pre,1,rxb,21,12,live,live,0
CS3,3,Pre,1,rxb,8,5,live,live,0
CS3,3,Pre,1,rxb,8,6,live,live,0
CS3,3,Pre,1,rxb,5,6,live,live,0
CS3,3,Pre,1,rxb,2,3,live,live,0
CS3,3,Pre,1,rxb,7,8,live,live,0
CS3,3,Pre,1,rxb,2,2,live,live,0
CS3,3,Pre,1,rxb,4,4,live,live,0
CS3,3,Pre,1,rxb,7,4,live,live,0
CS3,3,Pre,1,rxb,14,9,live,live,0
CS3,3,Pre,1,rxb,4,4,live,live,0
CS3,3,Pre,1,rxb,8,8,live,live,0
CS3,3,Pre,1,rxb,4,4,live,live,0
CS3,3,Pre,1,rxb,9,8,live,live,0
CS3,3,Pre,1,rxb,3,3,live,live,0
CS3,3,Pre,1,rxb,4,5,live,live,0
CS3,3,Pre,1,rxb,8,9,live,live,0
CS3,3,Pre,1,rxb,5,5,live,live,0
CS3,3,Pre,1,rxb,3,3,live,live,0
CS3,3,Pre,1,rxb,11,9,live,live,0
CS3,3,Pre,1,rxb,10,7,live,live,0
CS3,3,Pre,1,rxb,6,6,live,live,0
CS3,3,Pre,1,rxb,6,7,live,live,0
CS3,3,Pre,1,rxb,8,8,live,live,0
CS3,3,Pre,1,rxb,9,7,live,live,0
CS3,3,Pre,1,rxb,7,7,live,live,0
CS3,3,Pre,1,rxb,6,7,live,live,0
CS3,3,Pre,1,rxb,9,7,live,live,0
CS3,3,Pre,1,rxb,8,8,live,live,0
CS3,3,Pre,1,rxb,10,8,live,live,0
CS3,3,Pre,1,rxb,14,9,live,live,0
CS3,3,Pre,1,rxb,8,7,live,live,0
CS3,3,Pre,1,rxb,9,9,live,live,0
CS3,3,Pre,1,rxb,7,8,live,live,0
CS3,3,Pre,1,rxb,9,9,live,live,0
CS3,3,Pre,1,rxb,3,4,live,live,0
CS3,3,Pre,1,rxb,10,8,live,live,0
CS3,3,Pre,1,rxb,5,5,live,live,0
CS3,3,Pre,1,rxb,3,7,live,live,0
CS3,3,Pre,1,rxb,5,6,live,live,0
CS3,3,Pre,1,rxb,9,8,live,live,0
CS3,3,Pre,1,rxb,7,8,live,live,0
CS3,3,Pre,1,rxb,11,8,live,live,0
CS3,3,Pre,1,rxb,15,9,live,live,0
CS3,3,Pre,1,rxb,14,10,live,live,0
CS3,3,Pre,1,rxb,3,2,live,live,0
CS3,3,Pre,1,rxb,5,2,live,live,0
CS3,3,Pre,1,rxb,7,7,live,live,0
CS3,3,Pre,1,rxb,9,9,live,live,0
CS3,3,Pre,1,rxb,11,8,live,live,0
CS3,3,Pre,1,rxb,7,7,live,live,0
CS3,3,Pre,1,rxb,6,8,live,live,0
CS3,3,Pre,1,rxb,9,7,live,live,0
CS3,3,Pre,1,rxb,19,11,live,live,0
CS3,3,Pre,1,rxb,5,7,live,live,0
CS3,3,Pre,1,rxb,5,4,live,live,0
DB1,1,Pre,1,rxb,3,3,live,live,0
DB1,1,Pre,1,rxb,6,7,live,live,0
DB1,1,Pre,1,rxb,5,5,live,live,0
DB1,1,Pre,1,rxb,5,6,live,live,0
DB1,1,Pre,1,rxb,4,3,live,live,0
DB1,1,Pre,1,rxb,12,8,live,live,0
DB1,1,Pre,1,rxb,10,7,live,live,0
DB1,1,Pre,1,rxb,12,8,live,live,0
DB1,1,Pre,1,rxb,15,10,live,live,0
DB1,1,Pre,1,rxb,12,7,live,live,0
DB1,1,Pre,1,rxb,6,3,live,live,0
DB1,1,Pre,1,rxb,3,3,live,live,0
DB1,1,Pre,1,rxb,10,7,live,live,0
DB1,1,Pre,1,rxb,9,9,live,live,0
DB1,1,Pre,1,rxb,16,10,live,live,0
